entry_utc,event_slug,market_slug,city,target_date,lead_days,side,bucket,price,shares,stake,fee,p_model,market_prob,edge,n_members,potential_profit,status,payout,pnl,settle_utc
2026-07-23T13:00:10Z,highest-temperature-in-tokyo-on-july-24-2026,highest-temperature-in-tokyo-on-july-24-2026-34c,tokyo,2026-07-24,1,YES,34°C,0.17,58.82,10.0,0.415,0.581,0.17,0.411,31,48.41,open,,,
2026-07-23T13:00:10Z,highest-temperature-in-san-francisco-on-july-24-2026,highest-temperature-in-san-francisco-on-july-24-2026-68-69f,san-francisco,2026-07-24,1,NO,68-69°F,0.59,16.95,10.0,0.205,0.0,0.41,0.41,31,6.74,open,,,
2026-07-23T13:00:10Z,highest-temperature-in-singapore-on-july-25-2026,highest-temperature-in-singapore-on-july-25-2026-28c,singapore,2026-07-25,2,YES,28°C,0.05,200.0,10.0,0.475,0.452,0.05,0.402,31,189.53,open,,,
2026-07-23T13:00:10Z,highest-temperature-in-munich-on-july-23-2026,highest-temperature-in-munich-on-july-23-2026-22c,munich,2026-07-23,0,NO,22°C,0.31,32.26,10.0,0.345,0.29,0.69,0.4,31,21.91,open,,,
2026-07-23T13:00:10Z,highest-temperature-in-miami-on-july-24-2026,highest-temperature-in-miami-on-july-24-2026-90-91f,miami,2026-07-24,1,NO,90-91°F,0.51,19.61,10.0,0.245,0.097,0.49,0.393,31,9.37,open,,,
2026-07-23T14:00:16Z,highest-temperature-in-moscow-on-july-23-2026,highest-temperature-in-moscow-on-july-23-2026-22c,moscow,2026-07-23,0,NO,22°C,0.039,256.41,10.0,0.4805,0.323,0.961,0.638,31,245.93,open,,,
2026-07-23T14:00:16Z,highest-temperature-in-milan-on-july-23-2026,highest-temperature-in-milan-on-july-23-2026-31c,milan,2026-07-23,0,NO,31°C,0.31,32.26,10.0,0.345,0.097,0.69,0.593,31,21.91,open,,,
2026-07-23T14:00:16Z,highest-temperature-in-jeddah-on-july-24-2026,highest-temperature-in-jeddah-on-july-24-2026-39c,jeddah,2026-07-24,1,YES,39°C,0.23,43.48,10.0,0.385,0.645,0.23,0.415,31,33.09,open,,,
2026-07-23T14:00:16Z,highest-temperature-in-panama-city-on-july-24-2026,highest-temperature-in-panama-city-on-july-24-2026-31c,panama-city,2026-07-24,1,NO,31°C,0.6,16.67,10.0,0.2,0.0,0.4,0.4,31,6.47,open,,,
2026-07-23T14:00:16Z,highest-temperature-in-karachi-on-july-24-2026,highest-temperature-in-karachi-on-july-24-2026-35c,karachi,2026-07-24,1,NO,35°C,0.61,16.39,10.0,0.195,0.0,0.39,0.39,31,6.2,open,,,
2026-07-23T14:00:16Z,highest-temperature-in-mexico-city-on-july-24-2026,highest-temperature-in-mexico-city-on-july-24-2026-28c,mexico-city,2026-07-24,1,NO,28°C,0.61,16.39,10.0,0.195,0.0,0.39,0.39,31,6.2,open,,,
2026-07-23T14:00:16Z,highest-temperature-in-beijing-on-july-24-2026,highest-temperature-in-beijing-on-july-24-2026-31c,beijing,2026-07-24,1,NO,31°C,0.62,16.13,10.0,0.19,0.0,0.38,0.38,31,5.94,open,,,
2026-07-23T14:00:16Z,highest-temperature-in-istanbul-on-july-24-2026,highest-temperature-in-istanbul-on-july-24-2026-26c,istanbul,2026-07-24,1,YES,26°C,0.3,33.33,10.0,0.35,0.677,0.3,0.377,31,22.98,open,,,
2026-07-23T14:00:16Z,highest-temperature-in-seoul-on-july-24-2026,highest-temperature-in-seoul-on-july-24-2026-30c,seoul,2026-07-24,1,NO,30°C,0.63,15.87,10.0,0.185,0.0,0.37,0.37,31,5.68,open,,,
2026-07-23T14:00:16Z,highest-temperature-in-warsaw-on-july-24-2026,highest-temperature-in-warsaw-on-july-24-2026-20c,warsaw,2026-07-24,1,NO,20°C,0.63,15.87,10.0,0.185,0.0,0.37,0.37,31,5.68,open,,,
